target,cue,frequency,
"Kette	anlegen	1",,,
"Kettensäge	Baum	11",,,
"Kettensäge	laut	6",,,
"Kettensäge	Holz	6",,,
"Kettensäge	Wald	5",,,
"Kettensäge	Massaker	4",,,
"Kettensäge	Holzfäller	4",,,
"Kettensäge	gefährlich	4",,,
"Kettensäge	Horrorfilm	3",,,
"Kettensäge	Benzin	3",,,
"Kettensäge	fällen	3",,,
"Kettensäge	Bäume	3",,,
"Kettensäge	Werkzeug	2",,,
"Kettensäge	Lärm	2",,,
"Kettensäge	sägen	1",,,
"Kettensäge	rauh	1",,,
"Kettensäge	Glied	1",,,
"Kettensäge	Baumstamm	1",,,
"Kettensäge	Garten	1",,,
"Kettensäge	lärmig	1",,,
"Kettensäge	Angst	1",,,
"Kettensäge	schneiden	1",,,
"Kettensäge	Motor	1",,,
"Kettensäge	Öl	1",,,
"Kettensäge	zerkleinern	1",,,
"Kettensäge	Alpen	1",,,
"Kettensäge	Gartenarbeit	1",,,
"Kettensäge	Gefahr	1",,,
"Kettensäge	Arm	1",,,
"Kettensäge	Land	1",,,
"Kettensäge	Blut	1",,,
"Kettensäge	Mehl	1",,,
"Kettensäge	Förster	1",,,
"Kettensäge	Mord	1",,,
"Kettensäge	roden	1",,,
"Kettensäge	Baumarkt	1",,,
"Kettensäge	Waldarbeiter	1",,,
"Kettensäge	Sägegeräusch	1",,,
"Kettensäge	schwer	1",,,
"Kettensäge	Späne	1",,,
"Kettensäge	Verletzung	1",,,
"Kettensäge	Feuer	1",,,
"Kettensäge	Hand	1",,,
"Kettensäge	Bauer	1",,,
"Kettensäge	Mutter	1",,,
"Kissen	Bett	32",,,
"Kissen	schlafen	25",,,
"Kissen	weich	17",,,
"Kissen	Sofa	13",,,
"Kissen	Federn	9",,,
"Kissen	Kopf	9",,,
"Kissen	Schlaf	7",,,
"Kissen	kuscheln	5",,,
"Kissen	Nacht	4",,,
"Kissen	Kissenschlacht	3",,,
"Kissen	Decke	3",,,
"Kissen	ruhen	3",,,
"Kissen	warm	2",,,
"Kissen	Schlacht	2",,,
"Kissen	weiß	2",,,
"Kissen	Daunen	2",,,
"Kissen	Feder	2",,,
"Kissen	Schlafzimmer	2",,,
"Kissen	Überzug	2",,,
"Kissen	bequem	2",,,
"Kissen	Heimtextilie	1",,,
"Kissen	liegen	1",,,
"Kissen	träumen	1",,,
"Kissen	Träume	1",,,
"Kissen	schütteln	1",,,
"Kissen	Halsschmerzen	1",,,
"Kissen	ausruhen	1",,,
"Kissen	angenehm	1",,,
"Kissen	Dekoration	1",,,
"Kissen	Luftkissenboot	1",,,
"Kissen	Gemütlichkeit	1",,,
"Kissen	hart	1",,,
"Kissen	federn	1",,,
"Kissen	Sofakissen	1",,,
"Kissen	Laken	1",,,
"Kissen	romantisch	1",,,
"Kissen	gemütlich	1",,,
"Kissen	Gänse	1",,,
"Kissen	sitzen	1",,,
"Kissen	Kopfkissen	1",,,
"Kissen	ersticken	1",,,
"Kissen	Bezug	1",,,
"Kissen	süß	1",,,
"Kissen	Hülle	1",,,
"Kissen	Kuschelkissen	1",,,
"Kissen	schlaffen	1",,,
"Kissen	Gewissen	1",,,
"Kissen	entspannend	1",,,
"Kissen	Couch	1",,,
"Kissen	Fest	1",,,
"Kissen	Bettbezug	1",,,
"Kissen	komfortabel	1",,,
"Klammer	Wäsche	25",,,
"Klammer	Büro	12",,,
"Klammer	Papier	11",,,
"Klammer	Wäscheklammer	6",,,
"Klammer	festhalten	5",,,
"Klammer	Metall	5",,,
"Klammer	Affe	5",,,
"Klammer	aufhängen	4",,,
"Klammer	Büroklammer	4",,,
"Klammer	Mathematik	4",,,
"Klammer	halten	3",,,
"Klammer	kneifen	3",,,
"Klammer	Haar	3",,,
"Klammer	rund	3",,,
"Klammer	zusammenhalten	3",,,
"Klammer	zusammenheften	3",,,
"Klammer	Pflaster	2",,,
"Klammer	Nase	2",,,
"Klammer	eckig	2",,,
"Klammer	Dokumente	2",,,
"Klammer	Heftklammer	2",,,
"Klammer	Halt	2",,,
"Klammer	Werkzeug	2",,,
"Klammer	Unterlagen	2",,,
"Klammer	geschweift	2",,,
"Klammer	Wäscheleine	2",,,
"Klammer	klammern	2",,,
"Klammer	heften	2",,,
"Klammer	befestigen	2",,,
"Klammer	zusammenfügen	2",,,
"Klammer	Blatt	1",,,
"Klammer	Spange	1",,,
"Klammer	Symbol	1",,,
"Klammer	Klammeräffchen	1",,,
"Klammer	Bureau	1",,,
"Klammer	Heft	1",,,
"Klammer	zwicken	1",,,
"Klammer	Akte	1",,,
"Klammer	Befestigung	1",,,
"Klammer	klemmen	1",,,
"Klammer	Waschstube	1",,,
"Klammer	programmieren	1",,,
"Klammer	Amt	1",,,
"Klammer	Seite	1",,,
"Klammer	Brief	1",,,
"Klammer	Zähne	1",,,
"Klammer	Bogen	1",,,
"Klammer	Hefter	1",,,
"Klammer	zusammen	1",,,
"Klammer	silbern	1",,,
"Klammer	Leine	1",,,
"Klammer	Verbindung	1",,,
"Klammer	Tacker	1",,,
"Klammer	Klammeraffe	1",,,
"Klammer	trocknen	1",,,
"Klammer	Satzzeichen	1",,,
"Klammer	Ständer	1",,,
"Klammer	Wunde	1",,,
"Klammer	Die_Zeichen_(_)_{_}_[_]	1",,,
"Klammer	Skirennfahrer	1",,,
"Klammer	Papiere	1",,,
"Klammer	zumachen	1",,,
"Klammer	Kleidung	1",,,
"Klammer	Operation	1",,,
"Klammer	Computerprogramm	1",,,
"Klammer	drücken	1",,,
"Klammer	Plastik	1",,,
"Klammer	Schreibwaren	1",,,
"Klammer	eng	1",,,
"Klammer	Haare	1",,,
"Klammer	rechnen	1",,,
"Klammer	Schnur	1",,,
"Klammer	Zahnspange	1",,,
"Klammer	Feder	1",,,
"Klammer	fahrradfahren	1",,,
"Klammer	ordnen	1",,,
"Klammer	Zeichen	1",,,
"Klammer	Ablage	1",,,
"Klatsche	Niederlage	13",,,
"Klatsche	Fliege	8",,,
"Klatsche	Fliegen	7",,,
"Klatsche	Plastik	5",,,
"Klatsche	Fliegenklatsche	4",,,
"Klatsche	schlagen	4",,,
"Klatsche	Geräusch	3",,,
"Klatsche	Sport	2",,,
"Klatsche	Sommer	2",,,
"Klatsche	töten	2",,,
"Klatsche	Schmerzen	2",,,
"Klatsche	Start	1",,,
"Klatsche	demütigend	1",,,
"Klatsche	Angriff	1",,,
"Klatsche	nervig	1",,,
"Klatsche	Gewalt	1",,,
"Klatsche	Haben	1",,,
"Klatsche	Idiot	1",,,
"Klatsche	bescheuert	1",,,
"Klatsche	deutlich	1",,,
"Klatsche	Lärm	1",,,
"Klatsche	Insekten	1",,,
"Klatsche	Knall	1",,,
"Klatsche	dumm	1",,,
"Klatsche	Gegner	1",,,
"Klatsche	klatschen	1",,,
"Klatsche	knallen	1",,,
"Klatsche	irre	1",,,
"Klatsche	Aufmerksamkeit	1",,,
"Klatsche	Demütigung	1",,,
"Klatsche	Erniedrigung	1",,,
"Klatsche	Macke	1",,,
"Klatsche	peinlich	1",,,
"Klatsche	verrückt	1",,,
"Klatsche	ekelig	1",,,
"Klatsche	Jubel	1",,,
"Klatsche	rot	1",,,
"Klatsche	Ohrfeige	1",,,
"Klatsche	Wespen	1",,,
"Klatsche	Spinner	1",,,
"Klatsche	Hand	1",,,
"Klatsche	Schlag	1",,,
"Klatsche	Tod	1",,,
"Kleid	Frau	13",,,
"Kleid	Sommer	7",,,
"Kleid	schön	4",,,
"Kleid	anziehen	3",,,
"Kleid	tragen	3",,,
"Kleid	Kleidung	3",,,
"Kleid	Hochzeit	3",,,
"Kleid	Brautkleid	3",,,
"Kleid	ausgehen	2",,,
"Kleid	Braut	2",,,
"Kleid	Minirock	2",,,
"Kleid	kurz	2",,,
"Kleid	schwarz	2",,,
"Kleid	Abend	2",,,
"Kleid	Mädchen	2",,,
"Kleid	Blümchen	2",,,
"Kleid	Mode	2",,,
"Kleid	tanzen	1",,,
"Kleid	Feier	1",,,
"Kleid	luftig	1",,,
"Kleid	Beine	1",,,
"Kleid	Bekleidung	1",,,
"Kleid	Eleganz	1",,,
"Kleid	bunt	1",,,
"Kleid	Stoff	1",,,
"Kleid	Ausgang	1",,,
"Kleid	Ballkleid	1",,,
"Kleid	lang	1",,,
"Kleid	beinfrei	1",,,
"Kleid	bügeln	1",,,
"Kleid	nähen	1",,,
"Kleid	hübsch	1",,,
"Kleid	elegant	1",,,
"Kleid	fest	1",,,
"Kleid	Weiblichkeit	1",,,
"Kleid	Schenkel	1",,,
"Kleid	Farben	1",,,
"Kleid	fröhlich	1",,,
"Kleid	leicht	1",,,
"Kleid	rot	1",,,
"Kleid	Wunschtraum	1",,,
"Kleid	frisch	1",,,
"Kleid	waschen	1",,,
"Kleid	Frauen	1",,,
"Kleid	Aussehen	1",,,
"Kleid	blau	1",,,
"Kleid	frei	1",,,
"Kleider	Schrank	12",,,
"Kleider	anziehen	7",,,
"Kleider	Sommer	4",,,
"Kleider	waschen	4",,,
"Kleider	Leute	3",,,
"Kleider	Hose	3",,,
"Kleider	schön	2",,,
"Kleider	Stoff	2",,,
"Kleider	Bügel	2",,,
"Kleider	bügeln	2",,,
"Kleider	Rock	2",,,
"Kleider	nähen	2",,,
"Kleider	Kaiser	2",,,
"Kleider	Wäsche	2",,,
"Kleider	Frau	2",,,
"Kleider	shoppen	2",,,
"Kleider	Anzug	2",,,
"Kleider	Frauen	2",,,
"Kleider	Ständer	1",,,
"Kleider	Unterwäsche	1",,,
"Kleider	Status	1",,,
"Kleider	luftig	1",,,
"Kleider	Jacke	1",,,
"Kleider	Farbe	1",,,
"Kleider	warm	1",,,
"Kleider	tragen	1",,,
"Kleider	Knopf	1",,,
"Kleider	aufhängen	1",,,
"Kleider	nackt	1",,,
"Kleider	Hemd	1",,,
"Kleider	Motte	1",,,
"Kleider	nützlich	1",,,
"Kleider	begehbar	1",,,
"Kleider	elegant	1",,,
"Kleider	Frauenkörper	1",,,
"Kleider	Laden	1",,,
"Kleider	zusammenfalten	1",,,
"Kleider	Stil	1",,,
"Kleider	kaufen	1",,,
"Kleider	Pullover	1",,,
"Kleider	Taco_Discount-Laden	1",,,
"Kleider	Schuhe	1",,,
"Kleider	Mode	1",,,
"Kleider	Schutz	1",,,
"Kleider	Blume	1",,,
"Kleider	einkaufen	1",,,
"Kleider	des_Kaisers_neue_Kleider	1",,,
"Kleider	Mann	1",,,
"Kleider	Schneider	1",,,
"Kleiderschrank	Kleiderbügel	7",,,
"Kleiderschrank	Schlafzimmer	7",,,
"Kleiderschrank	groß	6",,,
"Kleiderschrank	Kleidung	5",,,
"Kleiderschrank	Bügel	4",,,
"Kleiderschrank	Hemd	4",,,
"Kleiderschrank	Hose	3",,,
"Kleiderschrank	voll	3",,,
"Kleiderschrank	anziehen	2",,,
"Kleiderschrank	Jacke	2",,,
"Kleiderschrank	Bekleidung	2",,,
"Kleiderschrank	Mottenkugeln	2",,,
"Kleiderschrank	Spiegel	2",,,
"Kleiderschrank	Klamotten	2",,,
"Kleiderschrank	Frau	2",,,
"Kleiderschrank	Anzug	2",,,
"Kleiderschrank	Schiebetür	2",,,
"Kleiderschrank	Ikea	1",,,
"Kleiderschrank	hoch	1",,,
"Kleiderschrank	Gewand	1",,,
"Kleiderschrank	muffig	1",,,
"Kleiderschrank	aufbewahren	1",,,
"Kleiderschrank	Türen	1",,,
"Kleiderschrank	Mäntel	1",,,
"Kleiderschrank	Motten	1",,,
"Kleiderschrank	Socke	1",,,
"Kleiderschrank	Möbel	1",,,
"Kleiderschrank	Kleider	1",,,
"Kleiderschrank	Bretter	1",,,
"Kleiderschrank	Haken	1",,,
"Kleiderschrank	eingebaut	1",,,
"Kleiderschrank	Aufbewahrung	1",,,
"Kleiderschrank	weiß	1",,,
"Kleiderschrank	Tür	1",,,
"Kleiderschrank	Wäsche	1",,,
"Kleiderschrank	Ordnung	1",,,
"Kleiderschrank	antik	1",,,
"Kleiderschrank	teuer	1",,,
"Kleiderschrank	braun	1",,,
"Kleiderschrank	überfüllt	1",,,
"Kleiderschrank	Holz	1",,,
"Kleiderschrank	Regal	1",,,
"Kleiderschrank	Möbelstück	1",,,
"Kleiderschrank	Mottenpulver	1",,,
"Kleiderschrank	Gaderobe	1",,,
"Kleiderschrank	Frauen	1",,,
"Klinke	Tür	22",,,
"Klinke	öffnen	8",,,
"Klinke	drücken	6",,,
"Klinke	Metall	6",,,
"Klinke	putzen	4",,,
"Klinke	Schloss	3",,,
"Klinke	Türe	3",,,
"Klinke	Griff	2",,,
"Klinke	Messing	2",,,
"Klinke	schließen	2",,,
"Klinke	Vertreter	2",,,
"Klinke	Klinkenstecker	2",,,
"Klinke	Hand	2",,,
"Klinke	Stecker	1",,,
"Klinke	Haustür	1",,,
"Klinke	Haus	1",,,
"Klinke	Fenster	1",,,
"Klinke	greifen	1",,,
"Klinke	Türklinke	1",,,
"Klinke	Eisen	1",,,
"Klinke	Türfalle	1",,,
"Klinke	nützlich	1",,,
"Klinke	Hände	1",,,
"Klinke	Hund	1",,,
"Klinke	Putz	1",,,
"Klinke	Sperre	1",,,
"Klinke	Gold	1",,,
"Klinke	anfassen	1",,,
"Klinke	verhätschelt	1",,,
"Klinke	Klinkenputzer	1",,,
"Klinke	Tier	1",,,
"Klinke	rund	1",,,
"Klinke	golden	1",,,
"Klinke	Klingel	1",,,
"Klinke	Stereo	1",,,
"Klinke	waschen	1",,,
"Knob	Lauch	1",,,
"Knob	Gesundheit	1",,,
"Knob	Tür	1",,,
"Knob	Knoblauch	1",,,
"Knob	Holz	1",,,
"Knob	Garten	1",,,
"Knob	Eisen	1",,,
"Knoblauch	Gewürz	7",,,
"Knoblauch	Geruch	7",,,
"Knoblauch	Vampir	6",,,
"Knoblauch	kochen	6",,,
"Knoblauch	Zwiebel	5",,,
"Knoblauch	Gestank	4",,,
"Knoblauch	Essen	4",,,
"Knoblauch	Knolle	3",,,
"Knoblauch	Zehe	3",,,
"Knoblauch	gesund	3",,,
"Knoblauch	Pasta	2",,,
"Knoblauch	lecker	2",,,
"Knoblauch	weiß	2",,,
"Knoblauch	Gemüse	2",,,
"Knoblauch	Gesundheit	2",,,
"Knoblauch	Mundgeruch	2",,,
"Knoblauch	stinkt	2",,,
"Knoblauch	würzen	1",,,
"Knoblauch	Wohlgeschmack	1",,,
"Knoblauch	Paprika	1",,,
"Knoblauch	Lauch	1",,,
"Knoblauch	Straße	1",,,
"Knoblauch	Garten	1",,,
"Knoblauch	Suppe	1",,,
"Knoblauch	Würze	1",,,
"Knoblauch	scharf	1",,,
"Knoblauch	griechisch	1",,,
"Knoblauch	schälen	1",,,
"Knoblauch	Küche	1",,,
"Knoblauch	Fahne	1",,,
"Knoblauch	Knoblauchbrot	1",,,
"Knoblauch	Nachbar	1",,,
"Knoblauch	essen	1",,,
"Knoblauch	Hexe	1",,,
"Knoblauch	würzig	1",,,
"Knoblauch	streng	1",,,
"Knoblauch	Spaghetti	1",,,
"Knoblauch	stinken	1",,,
"Knoblauch	Olivenöl	1",,,
"Knoblauch	Kräutern	1",,,
"Knoblauch	Blutgerinnung	1",,,
"Knoblauch	Schote	1",,,
"Kohl	Gemüse	8",,,
"Kohl	Helmut	7",,,
"Kohl	Bundeskanzler	4",,,
"Kohl	Kanzler	4",,,
"Kohl	Sauerkraut	3",,,
"Kohl	Suppe	3",,,
"Kohl	gesund	3",,,
"Kohl	Blumenkohl	2",,,
"Kohl	Salat	2",,,
"Kohl	Garten	2",,,
"Kohl	Rotkohl	2",,,
"Kohl	grün	2",,,
"Kohl	Feld	2",,,
"Kohl	weiß	2",,,
"Kohl	essen	2",,,
"Kohl	kochen	2",,,
"Kohl	Essen	2",,,
"Kohl	Kopf	2",,,
"Kohl	Farten	1",,,
"Kohl	Euro	1",,,
"Kohl	Pinkel	1",,,
"Kohl	Winter	1",,,
"Kohl	Kraut	1",,,
"Kohl	Kohldampf	1",,,
"Kohl	Kohle	1",,,
"Kohl	Bundespräsident	1",,,
"Kohl	Blähung	1",,,
"Kohl	Einkaufsliste	1",,,
"Kohl	Beet	1",,,
"Kohl	ungenießbar	1",,,
"Kohl	Geruch	1",,,
"Kohl	Mittagessen	1",,,
"Kohl	Kabis	1",,,
"Kohl	deftig	1",,,
"Kohl	Rüben	1",,,
"Kohl	Brötchen	1",,,
"Kohl	Knödel	1",,,
"Kohl	Weißkohl	1",,,
"Kohl	Gericht	1",,,
"Kohl	mittelmäßig	1",,,
"Kohl	Landwirtschaft	1",,,
"Kohl	kalt	1",,,
"Kohl	rund	1",,,
"Kohl	Krautrouladen	1",,,
"Kohl	Kümmel	1",,,
"Kohl	rot	1",,,
"Kohl	Blähungen	1",,,
"Kohl	Saumagen	1",,,
"Kohl	Rouladen	1",,,
"Kohl	Kindheit	1",,,
"Kohl	Topf	1",,,
"Kohl	Markt	1",,,
"Kokos	Nuss	16",,,
"Kokos	Palme	11",,,
"Kokos	Milch	6",,,
"Kokos	weiß	4",,,
"Kokos	Kokosnuss	4",,,
"Kokos	Südsee	3",,,
"Kokos	Raspel	3",,,
"Kokos	Strand	2",,,
"Kokos	Raspeln	2",,,
"Kokos	Kokosmilch	2",,,
"Kokos	Geschmack	2",,,
"Kokos	Öl	2",,,
"Kokos	Baum	2",,,
"Kokos	exotisch	2",,,
"Kokos	tropisch	1",,,
"Kokos	pflücken	1",,,
"Kokos	Fruchtfleisch	1",,,
"Kokos	Kokosflocken	1",,,
"Kokos	Wasser	1",,,
"Kokos	Likör	1",,,
"Kokos	Urlaub	1",,,
"Kokos	hart	1",,,
"Kokos	raffeln	1",,,
"Kokos	Flocken	1",,,
"Kokos	Karibik	1",,,
"Kokos	Raffaelo	1",,,
"Kokos	essen	1",,,
"Kokos	cremig	1",,,
"Kokos	Affe	1",,,
"Kokos	Tropen	1",,,
"Kokos	Creme	1",,,
"Kokos	Raffaello	1",,,
"Kokos	Eis	1",,,
"Kokos	Faser	1",,,
"Kokos	trinken	1",,,
"Kokos	Medizin	1",,,
"Kokos	Insel	1",,,
"Kokos	Pina_Colada	1",,,
"Kokos	Frucht	1",,,
"Kokos	Ferrero	1",,,
"Kokos	Palmen	1",,,
"Kokos	Bounty	1",,,
"Kokosnuss	Palme	11",,,
"Kokosnuss	Milch	7",,,
"Kokosnuss	hart	6",,,
"Kokosnuss	weiß	5",,,
"Kokosnuss	Affe	4",,,
"Kokosnuss	Südsee	3",,,
"Kokosnuss	Kokosmilch	3",,,
"Kokosnuss	tropisch	2",,,
"Kokosnuss	Strand	2",,,
"Kokosnuss	essen	2",,,
"Kokosnuss	Baum	2",,,
"Kokosnuss	braun	2",,,
"Kokosnuss	Tropen	2",,,
"Kokosnuss	Palmen	2",,,
"Kokosnuss	rauh	1",,,
"Kokosnuss	Frische	1",,,
"Kokosnuss	klettern	1",,,
"Kokosnuss	fettig	1",,,
"Kokosnuss	Jahrmarkt	1",,,
"Kokosnuss	backen	1",,,
"Kokosnuss	haarig	1",,,
"Kokosnuss	Wasser	1",,,
"Kokosnuss	Kohle	1",,,
"Kokosnuss	grün	1",,,
"Kokosnuss	groß	1",,,
"Kokosnuss	Haselnuss	1",,,
"Kokosnuss	oval	1",,,
"Kokosnuss	Urlaub	1",,,
"Kokosnuss	lecker	1",,,
"Kokosnuss	Sommer	1",,,
"Kokosnuss	baden	1",,,
"Kokosnuss	Getränk	1",,,
"Kokosnuss	Haare	1",,,
"Kokosnuss	Genuss	1",,,
"Kokosnuss	Sandstrand	1",,,
"Kokosnuss	erfrischend	1",,,
"Kokosnuss	Raffaelo	1",,,
"Kokosnuss	Brasilien	1",,,
"Kokosnuss	Saft	1",,,
"Kokosnuss	Affen	1",,,
"Kokosnuss	Dschungel	1",,,
"Kokosnuss	süß	1",,,
"Kokosnuss	exotisch	1",,,
"Kokosnuss	rund	1",,,
"Kokosnuss	Kekse	1",,,
"Kokosnuss	Pina_Colada	1",,,
"Kokosnuss	Frucht	1",,,
"Kokosnuss	Raspel	1",,,
"Kokosnuss	Bounty	1",,,
"Kolben	Motor	17",,,
"Kolben	Mais	12",,,
"Kolben	Auto	9",,,
"Kolben	Zylinder	4",,,
"Kolben	Pumpe	2",,,
"Kolben	Werkstatt	2",,,
"Kolben	Maschine	2",,,
"Kolben	ersetzen	1",,,
"Kolben	Zündkerze	1",,,
"Kolben	Sex	1",,,
"Kolben	stampfen	1",,,
"Kolben	Edison	1",,,
"Kolben	Takt	1",,,
"Kolben	Maschinen	1",,,
"Kolben	groß	1",,,
"Kolben	Hubraum	1",,,
"Kolben	Gefäß	1",,,
"Kolben	Antrieb	1",,,
"Kolben	Auf-_und_Abwärtsbewegung	1",,,
"Kolben	Feld	1",,,
"Kolben	Strom	1",,,
"Kolben	Motorrad	1",,,
"Kolben	Löten	1",,,
"Kolben	Flügel	1",,,
"Kolben	gelb	1",,,
"Kolben	Pleuel	1",,,
"Kolben	Maiskolben	1",,,
"Kolben	Getriebe	1",,,
"Kolben	Schilf	1",,,
"Kolben	Elektrizität	1",,,
"Kolben	Benzin	1",,,
"Kolben	Kolbenpresse	1",,,
"Kolben	Bier	1",,,
"Kolben	Flasche	1",,,
"Kolben	Tier	1",,,
"Kolben	Motorteil	1",,,
"Kolben	Holz	1",,,
"Kolben	Welle	1",,,
"Kolben	Schmierung	1",,,
"Kolben	Hub	1",,,
"Kolben	Kopf	1",,,
"Kolben	Keramik	1",,,
"Kopf	Gehirn	11",,,
"Kopf	Haare	10",,,
"Kopf	Hals	7",,,
"Kopf	Ohren	5",,,
"Kopf	Mund	4",,,
"Kopf	Auge	4",,,
"Kopf	Augen	3",,,
"Kopf	Nase	3",,,
"Kopf	Gesicht	3",,,
"Kopf	Mensch	3",,,
"Kopf	denken	2",,,
"Kopf	Ohr	2",,,
"Kopf	Körper	2",,,
"Kopf	Haar	2",,,
"Kopf	Schmerzen	2",,,
"Kopf	Körperteil	2",,,
"Kopf	Hirn	2",,,
"Kopf	oben	1",,,
"Kopf	Fuß	1",,,
"Kopf	Intellekt	1",,,
"Kopf	schütteln	1",,,
"Kopf	Kragen	1",,,
"Kopf	Modell	1",,,
"Kopf	Kopfball	1",,,
"Kopf	Schädel	1",,,
"Kopf	Haarspange	1",,,
"Kopf	Kopfkissen	1",,,
"Kopf	Migräne	1",,,
"Kopf	Oberhaupt	1",,,
"Kopf	Kopfsalat	1",,,
"Kopf	rund	1",,,
"Kopf	Haupt	1",,,
"Kopf	Hut	1",,,
"Kopf	Leere	1",,,
"Kopf	Menschen	1",,,
"Kopf	Kopf	1",,,
"Kopf	nachdenken	1",,,
"Kopf	Schultern	1",,,
"Kopfkissen	schlafen	19",,,
"Kopfkissen	Bett	18",,,
"Kopfkissen	weich	7",,,
"Kopfkissen	Bezug	4",,,
"Kopfkissen	Schlaf	4",,,
"Kopfkissen	Daunen	3",,,
"Kopfkissen	Nacht	3",,,
"Kopfkissen	Federn	3",,,
"Kopfkissen	Decke	2",,,
"Kopfkissen	warm	2",,,
"Kopfkissen	Baumwolle	1",,,
"Kopfkissen	Bettzeug	1",,,
"Kopfkissen	Sonntag	1",,,
"Kopfkissen	werfen	1",,,
"Kopfkissen	Feder	1",,,
"Kopfkissen	Allergie	1",,,
"Kopfkissen	liegen	1",,,
"Kopfkissen	träumen	1",,,
"Kopfkissen	Matratze	1",,,
"Kopfkissen	Wäsche	1",,,
"Kopfkissen	Traumen	1",,,
"Kopfkissen	müde	1",,,
"Kopfkissen	Schlafzimmer	1",,,
"Kopfkissen	Überzug	1",,,
"Kopfkissen	Schlacht	1",,,
"Kopfkissen	bequem	1",,,
"Kopfkissen	kuschelig	1",,,
"Kopfkissen	Gewissen	1",,,
"Kopfkissen	Nachtruhe	1",,,
"Kopfkissen	kuscheln	1",,,
"Kopfkissen	weiß	1",,,
"Kopfsalat	grün	12",,,
"Kopfsalat	gesund	8",,,
"Kopfsalat	Essig	5",,,
"Kopfsalat	Garten	4",,,
"Kopfsalat	Blätter	4",,,
"Kopfsalat	Feld	3",,,
"Kopfsalat	Dressing	3",,,
"Kopfsalat	Salat	2",,,
"Kopfsalat	Schnecken	2",,,
"Kopfsalat	lecker	2",,,
"Kopfsalat	Beet	2",,,
"Kopfsalat	Öl	2",,,
"Kopfsalat	essen	2",,,
"Kopfsalat	Gemüse	2",,,
"Kopfsalat	Essen	2",,,
"Kopfsalat	Blatt	1",,,
"Kopfsalat	Abendessen	1",,,
"Kopfsalat	knackig	1",,,
"Kopfsalat	dreckig	1",,,
"Kopfsalat	Eisbergsalat	1",,,
"Kopfsalat	Zuhause	1",,,
"Kopfsalat	Wasser	1",,,
"Kopfsalat	Gurken	1",,,
"Kopfsalat	Vitamine	1",,,
"Kopfsalat	Tomaten	1",,,
"Kopfsalat	Raupe	1",,,
"Kopfsalat	Kartoffelsalat	1",,,
"Kopfsalat	Onkel	1",,,
"Kopfsalat	Mittagessen	1",,,
"Kopfsalat	Vitaminmangel	1",,,
"Kopfsalat	Radieschen	1",,,
"Kopfsalat	Supermarkt	1",,,
"Kopfsalat	pflanzen	1",,,
"Kopfsalat	welk	1",,,
"Kopfsalat	Endivie	1",,,
"Kopfsalat	Erde	1",,,
"Kopfsalat	ernten	1",,,
"Kopfsalat	Vorspeise	1",,,
"Kopfsalat	leicht	1",,,
"Kopfsalat	Eisberg	1",,,
"Kopfsalat	rund	1",,,
"Kopfsalat	Salatsoße	1",,,
"Kopfsalat	Kaninchen	1",,,
"Kopfsalat	Mayonnaise	1",,,
"Kopfsalat	frisch	1",,,
"Kopfsalat	waschen	1",,,
"Korb	flechten	15",,,
"Korb	einkaufen	13",,,
"Korb	tragen	10",,,
"Korb	Weide	10",,,
"Korb	Holz	6",,,
"Korb	Behälter	6",,,
"Korb	Basketball	6",,,
"Korb	Fahrrad	4",,,
"Korb	Geflecht	4",,,
"Korb	Eier	4",,,
"Korb	Einkauf	4",,,
"Korb	Wäsche	4",,,
"Korb	Picknick	4",,,
"Korb	Obst	4",,,
"Korb	geflochten	4",,,
"Korb	Markt	4",,,
"Korb	Absage	3",,,
"Korb	Flechten	3",,,
"Korb	Rotkäppchen	3",,,
"Korb	praktisch	2",,,
"Korb	Einkaufskorb	2",,,
"Korb	Strandkorb	2",,,
"Korb	Lebensmittel	2",,,
"Korb	Abfuhr	2",,,
"Korb	Frau	2",,,
"Korb	Brot	2",,,
"Korb	aufbewahren	2",,,
"Korb	Bast	2",,,
"Korb	Moses	2",,,
"Korb	umweltfreundlich	1",,,
"Korb	Eimer	1",,,
"Korb	Weidenrute	1",,,
"Korb	wässern	1",,,
"Korb	füllen	1",,,
"Korb	Loch	1",,,
"Korb	Basket	1",,,
"Korb	Binsen	1",,,
"Korb	Stroh	1",,,
"Korb	Fahrstuhl	1",,,
"Korb	Weidenzweig	1",,,
"Korb	Güter	1",,,
"Korb	Weiden	1",,,
"Korb	Henkel	1",,,
"Korb	Antrag	1",,,
"Korb	Ostern	1",,,
"Korb	Schürze	1",,,
"Korb	geben	1",,,
"Korb	Kartoffeln	1",,,
"Korb	schön	1",,,
"Korb	fehlgeschlagene_Liebeserklärung	1",,,
"Korb	Waren	1",,,
"Korb	Äpfel	1",,,
"Korb	Apfel	1",,,
"Korb	altmodisch	1",,,
"Korb	Plastik	1",,,
"Korb	Spinne	1",,,
"Korb	Tragen	1",,,
"Korb	Katze	1",,,
"Korb	nähen	1",,,
"Korb	Tasche	1",,,
"Korb	Weidenkorb	1",,,
"Korb	Aufbewahrung	1",,,
"Korb	Mowgli	1",,,
"Korb	Dunkel	1",,,
"Korb	Blumen	1",,,
"Korb	Schule	1",,,
"Korb	Obstkorb	1",,,
"Korb	legen	1",,,
"Korb	Ball	1",,,
"Korb	1800	1",,,
"Korb	Tragehilfe	1",,,
"Korb	Wäschekorb	1",,,
"Korken	Wein	20",,,
